"-:","Match","dyad","x -: y yields 1 if its arguments match: in shapes, boxing, and elements; but using tolerant comparison.  See Equal (=).Matching with a tolerance t can be obtained using the verb -: !. t ."
"%","Reciprocal","monad","% y is the reciprocal of y , that is, 1%y . For example, %4 &harr; 0.25 ."
"%","Divided by","dyad","x % y is division of x by y as defined in elementary math, except that 0%0 is 0 . See McDonnell [11], and the resulting pattern in the middle column and middle row of the table below."
"%.","Matrix Inverse","monad","If y is a non-singular matrix, then %.y is the inverse of y . For example:   mp=: +/ . *         NB. Matrix product   (%. ; ] ; %. mp ]) i. 2 2+--------+---+---+|_1.5 0.5|0 1|1 0||   1   0|2 3|0 1|+--------+---+---+More generally, %.y is defined in terms of the dyadic case, with the left argument =i.{:$y (an identity matrix) or, equally, by the relation (%.y)mpx &harr; x %. y .The shape of %.y is |.$y .The vector and scalar cases are defined by using the matrix ,.y, but the shape of the result is $y .For a non-zero vector y, the result of %.y is a vector collinear with y whose length is the reciprocal of that of y; it is called the reflection of y in the unit circle (or sphere). Thus:   (%. ,: ] % %.) 2 3 40.0689655 0.103448 0.137931       29       29       29"
"%.","Matrix Divide","dyad","If y is non-singular, then x%.y is (%.y) mp x .   More generally, if the columns of y are linearly independent and if #x and #y agree, then x%.y minimizes the difference:   d=: x - y mp x %. yin the sense that the magnitudes +/d*+d are minimized.  Scalar and vector cases of y are treated as the one-column matrix ,.y .  Geometrically, y mp x%.y is the projection of the vector x on the column space of y, the point nearest to x in the space spanned by the columns of y .  Common uses of %. are in the solution of linear equations and in the approximation of functions by polynomials, as in c=: (f x)%. x ^ / i.4 ."
"%:","Square Root","monad","%: y is the square root of y . If y is negative, the result is an imaginary number.  For example, %:-4 &harr; 0j2 ."
"%:","Root","dyad","x %: y is the x root of y . Thus, 3%:8 is 2, and 2%:y is %:y . In general, x %: y &harr; y^%x ."
"^","Exponential","monad","^y is equivalent to e^y, where e is Euler&rsquo;s number ^1 (approximately 2.71828). The natural logarithm (^.) is inverse to ^ (that is, y=^.^y and y=^^.y).The monad x^ is inverse to the monad x^. .   For example:   10^ 10^. 1 2 3 4 51 2 3 4 5             10^. 10^ 1 2 3 4 51 2 3 4 5"
"^","Power","dyad","x^2 and x^3 and x^0.5 are the square, cube, and square root of x .In general, x^y is ^y*^.x, applying for complex numbers as well as real. For a non-negative integer y, the phrasex ^ y is equivalent to */y # x; in particular, */ on an empty list is 1, and x^0 is 1 for any x, including 0 .The fit conjunction applies to ^ to yield a stope defined as follows: x^!.k n is */x + k*i. n . In particular, ^!._1 is the falling factorial function."
"^.","Natural Log","monad","The natural logarithm (^.) is inverse to the exponential ^ (i.e., y=^.^y and y=^^.y)."
"^.","Logarithm","dyad","The base-x logarithm x^.y is the inverse of power (^) in the sense that y = x^.x^y and y = x^x^.y ."
"^:","Power","monad","n may be integer, boxed, or a gerund.Integer.  The verb u is applied n times.An infinite power n produces the limit of the application of u . For example, (2o.^:_)1 is 0.73908 , the solution of the equation y=Cos y . If n is negative, the obverse u^:_1 (see below) is applied |n times.Finally, u^:n y for an array n is produced by assembling u^:a y (for all the atoms a in n) into an overall result.The obverse is used in u.v and isproduced by v b. _1 .Repeated application of a verb is also provided by Bond ().Boxed. If n is boxed it must be an atom, and u^:(<m)&harr; u^:(i.m) y"
"^:","Power","dyad","n may be integer, boxed, or a gerund.Integer or Boxed. x u^:n y &harr; xu^:n y Gerund. (Compare with the gerund cases of the merge adverb }) x u^:(v0v1v2)y &harr; (x v0 y)u^:(x v1 y) (x v2 y)  x u^:(v1v2)y &harr; x u^:([v1v2) y  u^:(v1v2)y &harr; u^:(v1 y) (v2 y)"
"$","Shape Of","monad","$ y yields the shape of y as defined in Section II A. For example, the shape of a 2-by-3 matrix is 2 3, and the shape of the scalar 3 is an empty list (whose shape is 0). The rank of an argument y is #@$ y . For example:   rank=: #@$   (rank 3) , (rank ,3)0 1   (rank 3 4),(rank i. 2 3 4)1 3"
"$","Shape","dyad","The shape of x$y is x,siy where siy is the shape of an item of y; x$y gives a length error if y is empty and x,siy does not contain a zero.  For example:   y=: 3 4$'abcdefghijkl'   y ; 2 2$ y+----+----+|abcd|abcd||efgh|efgh||ijkl|    ||    |ijkl||    |abcd|+----+----+This example shows how the result is formed from the items of y , the last 1-cell (abcd) showing that the selection is cyclic.The fit conjunction ($!.f) provides fill specified by the atom f , or the normal fill defined under Take ({.)if f is an empty vector."
"$.","Sparse","monad","$.y converts a dense array to sparse, andconversely $.^:_1 y converts a sparse array todense.The identities f -: f.$. and f -:f.($.^:_1) hold for any function f , withthe possible exception of those (like overtake {.) whichuse the sparse element as the fill."
"$.","Sparse","dyad","0$.y applies $. or $.^:_1 asappropriate; that is, converts a dense array to sparse and asparse array to dense.1$.sh;a;e produces a sparse array. sh specifiesthe shape. a specifies the sparse axes; negativeindexing may be used. e specifies the &ldquo;zero&rdquo;element, and its type determines the type of the array. Theargument may also be sh;a (e is assumed to be afloating point 0) or just sh (a isassumed to be i.#sh &mdash; all axes are sparse &mdash; and e afloating point 0).2$.y gives the sparse axes (the a part);(2;a)$.y (re-)specifies the sparse axes; (2 1;a)$.y gives the number of bytes required for (2;a)$.y ;(22;a)$.y gives the number of items in the i part for the specified sparse axes a (that is, #4$.(2;a)$.y ).3$.y gives the sparse element (the e part);(3;e)$.y respecifies the sparse element.4$.y gives the index matrix (the i part).5$.y gives the value array (the x part).7$.y gives the number of non-sparse entries inarray y; that is, #4$.y or #5$.y.8$.y removes any completely &ldquo;zero&rdquo;value cells and the corresponding rows in the index matrix.The inverse of n$. is (-n)$. ."
"$:","Self Reference","monad","$: denotes the longest verb that contains it.                                                   "
"$:","Self Reference","dyad",
"~","Evoke","monad",
"~","Evoke","dyad",
"~.","Nub","monad","~.y selects the nub of y , that is, all of its distinct items.  For example:   y=: 3 3 $ 'ABCABCDEF'   y;(~.y);(~.3);($~.3)+---+---+-+-+|ABC|ABC|3|1||ABC|DEF| | ||DEF|   | | |+---+---+-+-+"
"~:","Nub Sieve","monad","~:y is the boolean list b such that b#y is the nub of y . For example:       ~: 'Mississippi'1 1 1 0 0 0 0 0 1 0 0"
"~:","Not Equal","dyad","x~:y is 1 if x is tolerantly unequal to y . See Equal (=). The fit conjunction may be used to specify tolerance, as in ~:!.t ."
"|","Magnitude","monad","|y &harr; %:y*+y . For example:   | 6 _6 3j46 6 5"
"|","Residue","dyad","The familiar use of residue is in determining the remainder on dividing a non-negative integer by a positive:   3 | 0 1 2 3 4 5 6 70 1 2 0 1 2 0 1"
"|.","Reverse","monad","|. y reverses the order of the items of y . For example:   |. t=: 'abcdefg'gfedcbaThe right shift is the monad |.!.f , equivalent to the dyad |.!.f with a left argument _1 . For example:   |.!.'#' t#abcdef       |.!.10 i.3 310 10 10 0  1  2 3  4  5"
"|.","Rotate","dyad","x|.y rotates successive axes of y by successive elements of x . Thus:    1 2 |. i. 3 5 7  8  9  5  612 13 14 10 11 2  3  4  0  1The phrase x |.!.f y produces a shift: the items normally brought around by the cyclic rotation are replaced by the atom f unless f is empty (0=#f), in which case they are replaced by the normal fill defined under Take ({.):   2 _2 |.!.'#'""0 1 tcdefg####abcde"
"|:","Transpose","monad","|: reverses the order of the axes of its argument. For example:   (] ; |:) i. 3 4+---------+------+|0 1  2  3|0 4  8||4 5  6  7|1 5  9||8 9 10 11|2 6 10||         |3 7 11|+---------+------+"
"|:","Transpose","dyad","x|:y moves axes x to the tail end.  If x is boxed, the axes in each box are run together to produce a single axis:   y=: 3 4$'abcdefghijkl'   y;(1 0|:y);(0|:y);((<0 1)|:y)+----+---+---+---+|abcd|aei|aei|afk||efgh|bfj|bfj|   ||ijkl|cgk|cgk|   ||    |dhl|dhl|   |+----+---+---+---+"
".","Determinant","monad","The phrases -/ . * and +/ . * are the determinant and permanent of square matrix arguments.  More generally, the phrase u . v is defined in terms of a recursive expansion by minors along the first column, as discussed below."
".","Dot Product","dyad","For vectors and matrices, the phrase x +/ . * y is equivalent to the dot, inner, or matrix product of math; other rank-0 verbs such as <. and *. are treated analogously.  In general, u . v is defined by u@(v""(1+lv,_)) , restated in English below. "
"..","Even , Odd","monad","u .. v &harr; (u + uv) % 2:u .: v &harr; (u - uv) % 2:"
".:","Even , Odd","monad","u .. v &harr; (u + uv) % 2:u .: v &harr; (u - uv) % 2:"
":","Explicit Definition","monad",
":.","Obverse","monad","The result of u :. v is the verb u, but with an assigned obverse v (used as the &ldquo;inverse&rdquo; under the conjunctions . and ^:)."
"::","Adverse","monad","The result of u :: v is that of u, provided that u completes without error; otherwise the result is the result of v ."
",","Ravel","monad",",y gives a list of the atoms of y in &ldquo;normal&rdquo; order: the result is ordered by items, by items within items, etc.  The result shape is 1$*/$ y . Thus:   y=: 2 4 $ 'abcdefgh'   yabcdefgh   ,yabcdefgh"
",","Append","dyad","x,y appends items of y to items of x after:1."
",.","Ravel Items","monad","If y is an atom, then ,.y is 1 1$y ; otherwise, ,.y is ,""_1 y , the table formed by ravelling each item of y ."
",.","Stitch","dyad","x,.y is equivalent to x,""_1 y . In other words, items of x are stitched to corresponding items of y .The fit conjunction (,.!.f) provides fill specified by the atom f ."
",:","Itemize","monad",",:y adds a leading unit axis to y , giving a result of shape 1,$y . Thus:   $ ,: 2 3 41 3"
",:","Laminate","dyad","An atomic argument in x,:y is first reshaped to the shape of the other (or to a list if the other argument is also atomic); the results are then itemized and catenated, as in (,:x),(,:y) .The fit conjunction (,:!.f) provides fill specified by the atom f , orthe normal fill defined under Take ({.)if f is an empty vector."
";","Raze","monad",";y assembles along a leading axis the opened elements of the ravel of y . The fit conjunction (;!.f) provides fill specified by the atom f ."
";","Link","dyad","x;y is (<x),y if y is boxed, and (<x),<y if y is open."
";.","Cut","monad","u;.0 y applies u to y after reversing y along each axis; it is equivalent to (0 _1 */$y) u;.0 y .The fret 0{y (the leading item of y) marks the start of an interval of items of y ; the phrase u;.1 y applies u to each such interval.  The phrase u;._1 y differs only in that frets are excluded from the result.  In u;.2 and u;._2 the fret is the last item, and marks the ends of intervals.The monads u;.3 and u;._3 apply u to tesselation by &ldquo;maximal cubes&rdquo;, that is, they are defined by their dyadic cases using the left argument ($$y)$<./$y . m;.n y applies successive verbs from the gerund m to the cuts of y , extending m cyclicallyas required."
";.","Cut","dyad","x u;.0 y applies u to a rectangle or cuboid of y with one vertex at the point in y indexed by v=:0{x , and with the opposite vertex determined as follows: the dimension is |1{x , but the rectangle extends back from v along any axis j for which the index j{v is negative. Finally, the order of the selected items is reversed along each axis k for which k{1{x is negative.  If x is a vector, it is treated as the matrix 0,:x .The frets in the dyadic cases 1 , _1 , 2 , and _2 are determined by the 1s in boolean vector x ; an empty vector x and non-zero #y indicates the entire of y . If x is the atom 0 or 1 it is treated as (#y)#x . In general, boolean vector >j{x specifies how axis j is to be cut, with an atom treated as (j{$y)#>j{x .u;.3 and u;._3 yield (possibly overlapping) tesselations. xu;._3y applies u to each complete rectangle of size |1{x beginning at integer multiples of (each item of) the movement vector 0{x , with an infinite size being replacedby the signed length of the corresponding axis.As in u;.0 , reversal occurs along each axis for which the size 1{x is negative.  The case of a list x is equivalent to 1,:x , and therefore provides a complete tesselation of size x . The case u;.3 differs in that shards of length less than |1{x are included.x m;.n y applies successive verbs from the gerund m to the cuts of y , extending m cyclically as required.The 0- and 3-cuts have a left rank of 2; the 1- and 2-cuts have a left rank of 1."
";:","Words","monad",";:y is the list of boxed words in the list y according to the rhematic rules of Part Iand the rules regarding NB. . The function also applies reasonably well to ordinary text.For a suitable left argument x , the result of x;:y is equivalent to ;:y . Thus:mj=: 256$0                     NB. X othermj=: 1 (9,a.i.' ')}mj          NB. S space and tabmj=: 2 ((a.i.'Aa')+/i.26)}mj   NB. A A-Z a-z excluding N Bmj=: 3 (a.i.'N')}mj            NB. N the letter Nmj=: 4 (a.i.'B')}mj            NB. B the letter Bmj=: 5 (a.i.'0123456789_')}mj  NB. 9 digits and _mj=: 6 (a.i.'.')}mj            NB. D .mj=: 7 (a.i.':')}mj            NB. C :mj=: 8 (a.i.'''')}mj           NB. Q quotesj=: _2]\""1 }."".;._2 (0 : 0) ' X    S    A    N    B    9    D    C    Q ']0 1 1  0 0  2 1  3 1  2 1  6 1  1 1  1 1  7 1  NB. 0 space 1 2  0 3  2 2  3 2  2 2  6 2  1 0  1 0  7 2  NB. 1 other 1 2  0 3  2 0  2 0  2 0  2 0  1 0  1 0  7 2  NB. 2 alp/num 1 2  0 3  2 0  2 0  4 0  2 0  1 0  1 0  7 2  NB. 3 N 1 2  0 3  2 0  2 0  2 0  2 0  5 0  1 0  7 2  NB. 4 NB 9 0  9 0  9 0  9 0  9 0  9 0  1 0  1 0  9 0  NB. 5 NB. 1 4  0 5  6 0  6 0  6 0  6 0  6 0  1 0  7 4  NB. 6 num 7 0  7 0  7 0  7 0  7 0  7 0  7 0  7 0  8 0  NB. 7 ' 1 2  0 3  2 2  3 2  2 2  6 2  1 2  1 2  7 0  NB. 8 '' 9 0  9 0  9 0  9 0  9 0  9 0  9 0  9 0  9 0  NB. 9 comment)   x=: 0;sj;mj   y=: 'sum=. (i.3 4)+/ .*0j4+pru 4'   x ;: y+---+--+-+--+---+-+-+-+-+-+---+-+---+-+|sum|=.|(|i.|3 4|)|+|/|.|*|0j4|+|pru|4|+---+--+-+--+---+-+-+-+-+-+---+-+---+-+   (x ;: y) -: ;: y1   (5;sj;mj) ;: y 0 _1 0 2 2 1 1  0 2 2 2 0 2  0 2 2 2 0 3  0 2 0 1 2 4  3 1 6 1 0 5  3 1 1 0 3 6 _1 0 0 1 1 7  6 1 2 2 2 8  7 2 6 1 0 9  7 1 5 6 210  9 6 1 0 511 _1 0 5 6 112 11 6 0 1 413 12 1 0 1 214 13 1 0 1 215 14 1 1 0 316 _1 0 6 1 117 16 1 0 1 218 17 1 5 6 219 18 6 2 6 020 18 6 5 6 021 18 6 0 1 422 21 1 2 2 223 22 2 2 2 024 22 2 2 2 025 22 2 1 0 326 _1 0 5 6 1   "
";:","Sequential Machine","dyad","x;:y implements a sequential machine(finite state machine, finite state automaton). x is the specificationof a machine, including the state transition table, and y is the input.  A sequential machine solves the problem of recognizing the &ldquo;words&rdquo; in the input.The machine starts in some initial stateand processes the input one item at a time;given the current state and input item,the new state and output are determinedby the state transition table.  The machine then proceeds to process the next input item.In detail:y is any array and x=.f;s;m;ijrd is a boxed listfrom which ijrd or both m and ijrd may be elided.f is a function code, an integer between 0 and 5.  (Explained below.)m is a list of the input mapping; each box of m contains the items of y that are mapped to the same index.  That is, the mapped input is my=.(yi.~;m){(#m),~(#>m)#i.#m . If y  is a string (a list of literals), m may also bea list of non-negative integers corresponding to each atom of the alphabet a. , and the mapped input is my=.(a.i.y){m . Finally, if m is the empty list or is elided (and y is a numeric list), then the mapped input my is just y  itself. s is a 3-dimensional, 2-column array of non-negative integers of the state transition and output table. It has shape p,q,2 where p bounds the states and q bounds the mapped inputs.That is, p>0{""1s , and q>#m if m isa list of boxes or q>m if m is a list of integers.ijrd is an integer parameter list with up to 4 elements. i is the initial iteration counter and index into the input y , r is the initial state, j is the initial index of the current word, and d is an end-of-input action parameter (see below).It is required that (0<:i)*.i<#y and (_1=j)+.(0<:j)*.j<i . If ijrd is elided, then the defaults are 0_10_1 .x;:y iterates over the atoms of my, the mapped input. r is the current state and j is the beginning index of a word; initially, r is 0 and j is _1 (or as specified by ijr).At iteration i , the current mapped input is c=.i{my and the relevant statetable entry is e=.s{~<r,c (a 2-element integer list).  The new state is 0{e , and theoutput code 1{e signifies one of the following: 0   no output 1   j=.i             2   j=.i [ ew(i,j,r,c)  3   j=._1 [ ew(i,j,r,c)  4   j=.i [ ev(i,j,r,c)  5   j=._1 [ ev(i,j,r,c)  6  stopew(i,j,r,c) (&ldquo;emit word&rdquo;) signals index error if j is _1 , and accumulates to the result information on the current word according to the function code f :"
"#","Tally","monad","#y is the number of items in y . Thus:    (#'');(#'a');(#'octothorpe')+-+-+--+|0|1|10|+-+-+--+   (#3);(#,3);(# 3 4)+-+-+-+|1|1|2|+-+-+-+   (#i.4 5 6);(#$i.4 5 6)+-+-+|4|3|+-+-+"
"#","Copy","dyad","If the arguments have an equal number of items, then x#y copies +/x items from y, with i{x repetitions of item i{y . Otherwise, if one is an atom it is repeated to make the item count of the arguments equal. The complex left argument a j. b copies a items followed by b fills.  The fit conjunction provides specified fills, as in #!.f ."
"#.","Base Two","monad","#.y is the base-2 value of y, that is, 2#.y . For example:   #. 1 0 1 010   #. 2 3$ 0 0 1,1 0 11 5"
"#.","Base","dyad","x#.y is a weighted sum of the items of y ; that is, +/w*y , where w is the product scan */\.}.x,1 . An atomic argument is reshaped to the shape of the other argument."
"#:","Antibase Two","monad","#: y is the binary representation of y , and is equivalent to (m#2)#:y , where m is the maximum of the number of digits needed to represent the atoms of y in base 2 . For example:   i. 80 1 2 3 4 5 6 7       #: i. 80 0 00 0 10 1 00 1 11 0 01 0 11 1 01 1 1"
"#:","Antibase","dyad","In simple cases r#: is inverse to r#. . Thus:   r=: 24 60 60   r #: r #. 2 3 42 3 4But if r #. y exceeds (*/r)-1 (the largest integer representable in the radix r), then the result of r#:y is reduced modulo */r .   For example:   r #: r #. 29 3 45 3 4"
"!","Factorial","monad","For a non-negative integer argument y, the definition is */>:i.y . In general, !y is &Gamma;(1+y) (the gamma function).Thus:   (*/1 2 3 4 5) , (!5)120 120                 ]x=: 2 %~ 3 -~ i. 2 4_1.5 _1 _0.5 0 0.5  1  1.5 2                 !x_3.54491 _ 1.77245 10.886227 1 1.32934 2                 ]fi=:!^:_1(24 25 2.1 9876)4 4.02705 2.05229 7.33019                 ! fi24 25 2.1 9876"
"!","Out Of (Combinations)","dyad","For non-negative arguments x!y is the number of ways that x things can be chosen out of y . More generally, x!y is (!y)%(!x)*(!y-x) . Thus:   3!510   (!5)%(!3)*(!5-3)10   1j2 ! 3.58.64269j16.9189   ]y=:2!^:_1 (45 4.1 30 123)10 3.40689 8.26209 16.1924   2 ! y45 4.1 30 123   ]x=:!10^:_1 (2.5 45)0.3433618 2   x ! 102.5 45"
"!.","Fit (Customize)","monad","This conjunction modifies certain verbs in ways prescribed in their definitions.  For example, =!.t is the relation of equality using tolerance t , and ^!.r is the factorial function so defined that x ^!.r n is */x + r * i. n . Consequently, ^!._1 is the falling factorial function."
"!.","Fit (Customize)","dyad",
"!:","Foreign","monad","This conjunction is used to communicate with the host system as well as with the keyboard (as an input file) and with the screen (as an output file).  It is also used to provide a variety of extra-lingual facilities, such as setting the form of function display, determining the class of a name (noun, verb, adverb, or conjunction), and listing all existing names in specified classes.Appendix A shows all uses of the foreign conjunction. "
"!:","Foreign","dyad",
"/","Insert","monad","u/y applies the dyad u between the items of y .  Thus:   m=: i. 3 2   m;(+/m);(+/""1 m);(+/2 3 4)+---+---+-----+-+|0 1|6 9|1 5 9|9||2 3|   |     | ||4 5|   |     | |+---+---+-----+-+m/y inserts successive verbs from the gerund m between items of y, extending m cyclically as required.  Thus, +*/i.6 is 0+1*2+3*4+5 ."
"/","Table","dyad","If x and y are numeric lists, then x */ y is their multiplication table.  Thus:   1 2 3 */ 4 5 6 7 4  5  6  7 8 10 12 1412 15 18 21In general, each cell of x is applied to the entire of y .  Thus x u/ y is equivalent to x u""(lu,_) y where lu is the left rank of u .The case */ is called outer product in tensor analysis."
"/.","Oblique","monad","u/.y applies u to each of the oblique lines of a table y . For example:   i.3 40 1  2  34 5  6  78 9 10 11   </. i.3 4+-+---+-----+-----+----+--+|0|1 4|2 5 8|3 6 9|7 10|11|+-+---+-----+-----+----+--+In general, u/.y is the result of applying u to the oblique lines of _2-cells of y .   If the rank of y is less than two, y is treated as the table ,.y .m/.y applies successive verbs from the gerund m to the oblique lines of _2-cells of y, extending m cyclically as required.  Thus:   <(<@|.) /. i.3 4+-+---+-----+-----+----+--+|0|4 1|2 5 8|9 6 3|7 10|11|+-+---+-----+-----+----+--+"
"/.","Key","dyad","x u/.y &harr; (=x) u@# y , that is, items of x specify keys for corresponding items of y and u is applied to each  collection of y having identical keys.  For example:   1 2 3 1 3 2 1 </. 'abcdefg'+---+--+--+|adg|bf|ce|+---+--+--+x m/.y applies successive verbs from the gerund m to the collections of y, extending m cyclically as required."
"/:","Grade Up","monad","/: grades any argument, yielding a permutation vector; (/:y){y sorts y in ascending order.  For example:   n=: 3 1 4 2 1 3 3   ]g=: /: n1 4 3 0 5 6 2   g { n1 1 2 3 3 3 4"
"/:","Sort Up","dyad","x/:y is (/:y){x ; i.e., x is sorted to an order specified by y . In particular, y/:y (or /:~y) sorts y . For example:   y=: 'popfly'   y /: 3 1 4 1 5 9ofpply       y /: yfloppy"
"\","Prefix","monad","u\y has #y items resulting from applying u to each of the prefixes k{.y , for k from 1 to #y .m\y applies successive verbs from the gerund m to the prefixes of y , extending m cyclically as required."
"\","Infix","dyad","If x>:0 , the items of x u\ y result from applying u to each infix of length x . If x<0 , u is applied to non-overlapping infixes of length |x, including any final shard.x m\ y applies successive verbs from the gerund m to the infixes of y , extending m cyclically as required."
"\.","Suffix","monad","u\.y has #y items resulting from applying u to suffixes of y , beginning with one of length #y (that is, y itself), and continuing through a suffix of length 1 .m\.y applies successive verbs from the gerund m to the suffixes of y , extending m cyclically as required."
